address,name
0xffffffff815330e0,FSE_readNCount
0xffffffff818afbb0,FUA_show
0xffffffff81533100,HUF_readStats
0xffffffff81533170,HUF_readStats_wksp
0xffffffff81060e00,IO_APIC_get_PCI_irq_vector
0xffffffff81492270,I_BDEV
0xffffffff81517810,LZ4_decompress_fast
0xffffffff81519900,LZ4_decompress_fast_continue
0xffffffff81519120,LZ4_decompress_fast_usingDict
0xffffffff81516ec0,LZ4_decompress_safe
0xffffffff81519150,LZ4_decompress_safe_continue
0xffffffff81517320,LZ4_decompress_safe_partial
0xffffffff81518b10,LZ4_decompress_safe_usingDict
0xffffffff81516e80,LZ4_setStreamDecode
0xffffffff81254ae0,PageHuge
0xffffffff816e1c60,RP0_freq_mhz_dev_show
0xffffffff816e23c0,RP0_freq_mhz_show
0xffffffff816e1c10,RP1_freq_mhz_dev_show
0xffffffff816e2410,RP1_freq_mhz_show
0xffffffff816e1bc0,RPn_freq_mhz_dev_show
0xffffffff816e2460,RPn_freq_mhz_show
0xffffffff81535bf0,ZSTD_customCalloc
0xffffffff81535c40,ZSTD_customFree
0xffffffff81535bb0,ZSTD_customMalloc
0xffffffff81535b60,ZSTD_getErrorCode
0xffffffff81535b30,ZSTD_getErrorName
0xffffffff81535b00,ZSTD_isError
0xffffffff8168e840,__128b132b_channel_eq_delay_us
0xffffffff8168e760,__8b10b_channel_eq_delay_us
0xffffffff8168e7d0,__8b10b_clock_recovery_delay_us
0xffffffff8120a800,__ClearPageMovable
0xffffffff816e1860,__RP0_freq_mhz_show
0xffffffff816e1840,__RP1_freq_mhz_show
0xffffffff816e1820,__RPn_freq_mhz_show
0xffffffff8120a7d0,__SetPageMovable
0xffffffff8127af40,____fput
0xffffffff81af8470,____netdev_has_upper_dev
0xffffffff8166c850,___drm_dbg
0xffffffff81aebb80,___pskb_trim
0xffffffff81e2b040,___ratelimit
0xffffffff811fd2b0,__account_locked_vm
0xffffffff818f54c0,__acpi_mdiobus_register
0xffffffff8158a780,__acpi_node_get_property_reference
0xffffffff815bfc30,__acpi_processor_get_throttling
0xffffffff815bd7c0,__acpi_video_get_backlight_type
0xffffffff816e1960,__act_freq_mhz_show
0xffffffff81c0b1b0,__alias_free_mem
0xffffffff814f8cf0,__alloc_bucket_spinlocks
0xffffffff812469d0,__alloc_pages
0xffffffff81246cf0,__alloc_pages_bulk
0xffffffff81206260,__alloc_percpu
0xffffffff81206240,__alloc_percpu_gfp
0xffffffff81ae4db0,__alloc_skb
0xffffffff81211730,__anon_vma_interval_tree_augment_rotate
0xffffffff8156d4c0,__aperture_remove_legacy_vga_devices
0xffffffff8187b8b0,__async_dev_cache_fw_image
0xffffffff818cddb0,__ata_ehi_push_desc
0xffffffff8116d550,__audit_inode_child
0xffffffff8116d980,__audit_log_nfcfg
0xffffffff8186e170,__auxiliary_device_add
0xffffffff8186e250,__auxiliary_driver_register
0xffffffff810c5c30,__balance_push_cpu_stop
0xffffffff812c49b0,__bforget
0xffffffff812c63a0,__bh_read
0xffffffff812c5c80,__bh_read_batch
0xffffffff81494e50,__bio_add_page
0xffffffff81495940,__bio_advance
0xffffffff81495b60,__bio_release_pages
0xffffffff814eb550,__bitmap_and
0xffffffff814eb670,__bitmap_andnot
0xffffffff814eb8d0,__bitmap_clear
0xffffffff814eb500,__bitmap_complement
0xffffffff814eb480,__bitmap_equal
0xffffffff814eb740,__bitmap_intersects
0xffffffff814eb5d0,__bitmap_or
0xffffffff814eb6f0,__bitmap_replace
0xffffffff814eb840,__bitmap_set
0xffffffff814ebdb0,__bitmap_shift_left
0xffffffff814ebc80,__bitmap_shift_right
0xffffffff814eb7c0,__bitmap_subset
0xffffffff814ebf50,__bitmap_weight
0xffffffff814ebfc0,__bitmap_weight_and
0xffffffff814eb620,__bitmap_xor
0xffffffff814b42c0,__blk_alloc_disk
0xffffffff814ad8d0,__blk_mq_alloc_disk
0xffffffff814a5680,__blk_mq_complete_request_remote
0xffffffff814c9d20,__blk_mq_debugfs_rq_show
0xffffffff814a6f90,__blk_mq_end_request
0xffffffff814a1d70,__blk_rq_map_sg
0xffffffff81197e00,__blk_trace_note_message
0xffffffff814a3cd0,__blkdev_issue_discard
0xffffffff814a41b0,__blkdev_issue_zeroout
0xffffffff814ba390,__blkg_prfill_u64
0xffffffff814bb9e0,__blkg_release
0xffffffff812c7d30,__block_write_begin
0xffffffff812c6590,__block_write_full_folio
0xffffffff812cae20,__blockdev_direct_IO
0xffffffff816e1920,__boost_freq_mhz_show
0xffffffff816e1900,__boost_freq_mhz_store
0xffffffff811b4530,__bpf_call_base
0xffffffff811b4550,__bpf_prog_ret1
0xffffffff811b7180,__bpf_prog_run128
0xffffffff811b7100,__bpf_prog_run160
0xffffffff811b7080,__bpf_prog_run192
0xffffffff811b7000,__bpf_prog_run224
0xffffffff811b6f80,__bpf_prog_run256
0xffffffff811b6f00,__bpf_prog_run288
0xffffffff811b7300,__bpf_prog_run32
0xffffffff811b6e80,__bpf_prog_run320
0xffffffff811b6e00,__bpf_prog_run352
0xffffffff811b6d80,__bpf_prog_run384
0xffffffff811b6d00,__bpf_prog_run416
0xffffffff811b6c80,__bpf_prog_run448
0xffffffff811b6c00,__bpf_prog_run480
0xffffffff811b6b80,__bpf_prog_run512
0xffffffff811b7280,__bpf_prog_run64
0xffffffff811b7200,__bpf_prog_run96
0xffffffff812c64a0,__bread_gfp
0xffffffff812c6430,__breadahead
0xffffffff812deb00,__break_lease
0xffffffff812c4880,__brelse
0xffffffff81a6ade0,__bus_removed_driver
0xffffffff81d19510,__cfg80211_alloc_event_skb
0xffffffff81d195b0,__cfg80211_alloc_reply_skb
0xffffffff81d42e00,__cfg80211_radar_event
0xffffffff81d15f90,__cfg80211_scan_done
0xffffffff81d20f20,__cfg80211_send_event_skb
0xffffffff819a7440,__check_for_non_generic_match
0xffffffff81a76720,__check_hid_generic
0xffffffff81287350,__check_sticky
0xffffffff812a3e80,__cleanup_mnt
0xffffffff8113d6c0,__clockevents_unbind
0xffffffff81132e10,__clocksource_register_scale
0xffffffff811324a0,__clocksource_update_freq_scale
0xffffffff81e44410,__cond_resched
0xffffffff810bdb60,__cond_resched_lock
0xffffffff810bdbc0,__cond_resched_rwlock_read
0xffffffff810bdc20,__cond_resched_rwlock_write
0xffffffff81e38b70,__const_udelay
0xffffffff81c25f70,__cookie_v4_check
0xffffffff81c25e60,__cookie_v4_init_sequence
0xffffffff81c9fd80,__cookie_v6_check
0xffffffff81c9fc70,__cookie_v6_init_sequence
0xffffffff811e5bf0,__copy_overflow
0xffffffff81e38330,__copy_user_nocache
0xffffffff81073370,__cpa_flush_all
0xffffffff81073ab0,__cpa_flush_tlb
0xffffffff810854a0,__cpu_down_maps_locked
0xffffffff81a58360,__cpufreq_driver_target
0xffffffff81084e10,__cpuhp_remove_state
0xffffffff81084ce0,__cpuhp_remove_state_cpuslocked
0xffffffff81084be0,__cpuhp_setup_state
0xffffffff810848f0,__cpuhp_setup_state_cpuslocked
0xffffffff81086240,__cpuhp_state_add_instance
0xffffffff81084730,__cpuhp_state_remove_instance
0xffffffff8150d360,__crc32c_le_base
0xffffffff8150d220,__crc32c_le_shift
0xffffffff814748f0,__crypto_alloc_tfm
0xffffffff814747e0,__crypto_alloc_tfmgfp
0xffffffff814fbbe0,__crypto_memneq
0xffffffff814fbc80,__crypto_xor
0xffffffff810281f0,__cstate_core_event_show
0xffffffff81028310,__cstate_pkg_event_show
0xffffffff816e1940,__cur_freq_mhz_show
0xffffffff81298180,__d_drop
0xffffffff81296af0,__d_free
0xffffffff81296ab0,__d_free_external
0xffffffff81298c40,__d_lookup_unhash_wake
0xffffffff81200ae0,__dec_node_page_state
0xffffffff81200a20,__dec_zone_page_state
0xffffffff81e38b50,__delay
0xffffffff81740950,__delay_sched_disable
0xffffffff8129c710,__destroy_inode
0xffffffff81b00d60,__dev_change_net_namespace
0xffffffff81b02d70,__dev_direct_xmit
0xffffffff81afd770,__dev_forward_skb
0xffffffff8186b2e0,__dev_fwnode
0xffffffff81869bb0,__dev_fwnode_const
0xffffffff81af9eb0,__dev_get_by_flags
0xffffffff81af7e30,__dev_get_by_index
0xffffffff81afde40,__dev_get_by_name
0xffffffff81b03250,__dev_queue_xmit
0xffffffff81af9390,__dev_remove_pack
0xffffffff81af8d50,__dev_set_mtu
0xffffffff81861fd0,__device_attach_async_helper
0xffffffff81862c80,__device_attach_driver
0xffffffff818677b0,__devm_add_action
0xffffffff81867bf0,__devm_alloc_percpu
0xffffffff81651e60,__devm_drm_dev_alloc
0xffffffff810fcbe0,__devm_irq_alloc_descs
0xffffffff81a90500,__devm_mbox_controller_unregister
0xffffffff818e8980,__devm_mdiobus_register
0xffffffff81881650,__devm_regmap_init
0xffffffff8108be60,__devm_release_region
0xffffffff8108bc60,__devm_request_region
0xffffffff81a07830,__devm_rtc_register_device
0xffffffff818672b0,__devres_alloc_node
0xffffffff81a411c0,__dm_pr_preempt
0xffffffff81a41240,__dm_pr_read_keys
0xffffffff81a412b0,__dm_pr_read_reservation
0xffffffff81a41060,__dm_pr_register
0xffffffff81a41150,__dm_pr_release
0xffffffff81a410e0,__dm_pr_reserve
0xffffffff81893680,__dma_fence_unwrap_merge
0xffffffff816bb460,__dma_i915_sw_fence_wake
0xffffffff815d0730,__dma_request_channel
0xffffffff8160dbd0,__dma_tx_complete
0xffffffff81032d40,__do_compat_sys_rt_sigreturn
0xffffffff81032c70,__do_compat_sys_sigreturn
0xffffffff814f84a0,__do_once_done
0xffffffff814f8530,__do_once_sleepable_done
0xffffffff814f84e0,__do_once_sleepable_start
0xffffffff814f8350,__do_once_start
0xffffffff810817a0,__do_sys_fork
0xffffffff8109d4a0,__do_sys_getegid
0xffffffff81149b40,__do_sys_getegid16
0xffffffff8109d420,__do_sys_geteuid
0xffffffff81149a80,__do_sys_geteuid16
0xffffffff8109d460,__do_sys_getgid
0xffffffff81149ae0,__do_sys_getgid16
0xffffffff8109db80,__do_sys_getpgrp
0xffffffff8109d330,__do_sys_getpid
0xffffffff8109d390,__do_sys_getppid
0xffffffff8109d360,__do_sys_gettid
0xffffffff8109d3e0,__do_sys_getuid
0xffffffff81149a20,__do_sys_getuid16
0xffffffff812d09b0,__do_sys_inotify_init
0xffffffff81224b20,__do_sys_munlockall
0xffffffff81002460,__do_sys_ni_syscall
0xffffffff8109a380,__do_sys_pause
0xffffffff81094d30,__do_sys_restart_syscall
0xffffffff8102adf0,__do_sys_rt_sigreturn
0xffffffff810c3340,__do_sys_sched_yield
0xffffffff8109de00,__do_sys_setsid
0xffffffff8109a130,__do_sys_sgetmask
0xffffffff812bbbd0,__do_sys_sync
0xffffffff81081810,__do_sys_vfork
0xffffffff81276590,__do_sys_vhangup
0xffffffff812f8bd0,__dquot_alloc_space
0xffffffff812f9810,__dquot_free_space
0xffffffff812f90a0,__dquot_transfer
0xffffffff81862d50,__driver_attach
0xffffffff81862e60,__driver_attach_async_helper
0xffffffff816826a0,__drm_atomic_helper_bridge_duplicate_state
0xffffffff81682e60,__drm_atomic_helper_bridge_reset
0xffffffff81682f70,__drm_atomic_helper_connector_destroy_state
0xffffffff81682d60,__drm_atomic_helper_connector_duplicate_state
0xffffffff81682520,__drm_atomic_helper_connector_reset
0xffffffff81682500,__drm_atomic_helper_connector_state_reset
0xffffffff816831f0,__drm_atomic_helper_crtc_destroy_state
0xffffffff816827a0,__drm_atomic_helper_crtc_duplicate_state
0xffffffff816826d0,__drm_atomic_helper_crtc_reset
0xffffffff816824e0,__drm_atomic_helper_crtc_state_reset
0xffffffff81643560,__drm_atomic_helper_disable_plane
0xffffffff81683090,__drm_atomic_helper_plane_destroy_state
0xffffffff81682c60,__drm_atomic_helper_plane_duplicate_state
0xffffffff816829f0,__drm_atomic_helper_plane_reset
0xffffffff81682910,__drm_atomic_helper_plane_state_reset
0xffffffff81682670,__drm_atomic_helper_private_obj_duplicate_state
0xffffffff81641f90,__drm_atomic_helper_set_config
0xffffffff81643db0,__drm_atomic_state_free
0xffffffff816417b0,__drm_crtc_commit_free
0xffffffff8166cb40,__drm_dev_dbg
0xffffffff8166c900,__drm_err
0xffffffff816870b0,__drm_gem_destroy_shadow_plane_state
0xffffffff81687090,__drm_gem_duplicate_shadow_plane_state
0xffffffff81687120,__drm_gem_reset_shadow_plane
0xffffffff81662610,__drm_mm_interval_first
0xffffffff8166c500,__drm_printfn_coredump
0xffffffff8166c670,__drm_printfn_debug
0xffffffff8166c6a0,__drm_printfn_err
