address,name
0xffffffff815a03f0,__cfi_FSE_readNCount
0xffffffff81991c50,__cfi_FUA_show
0xffffffff815a0410,__cfi_HUF_readStats
0xffffffff815a04d0,__cfi_HUF_readStats_wksp
0xffffffff81069510,__cfi_IO_APIC_get_PCI_irq_vector
0xffffffff814f4c30,__cfi_I_BDEV
0xffffffff81583410,__cfi_LZ4_decompress_fast
0xffffffff81584970,__cfi_LZ4_decompress_fast_continue
0xffffffff815852f0,__cfi_LZ4_decompress_fast_usingDict
0xffffffff81582c10,__cfi_LZ4_decompress_safe
0xffffffff815836e0,__cfi_LZ4_decompress_safe_continue
0xffffffff81582f70,__cfi_LZ4_decompress_safe_partial
0xffffffff815852a0,__cfi_LZ4_decompress_safe_usingDict
0xffffffff815836a0,__cfi_LZ4_setStreamDecode
0xffffffff812882e0,__cfi_PageHuge
0xffffffff81781ad0,__cfi_RP0_freq_mhz_dev_show
0xffffffff81781680,__cfi_RP0_freq_mhz_show
0xffffffff81781af0,__cfi_RP1_freq_mhz_dev_show
0xffffffff81781750,__cfi_RP1_freq_mhz_show
0xffffffff81781b10,__cfi_RPn_freq_mhz_dev_show
0xffffffff81781820,__cfi_RPn_freq_mhz_show
0xffffffff815a31f0,__cfi_ZSTD_customCalloc
0xffffffff815a3260,__cfi_ZSTD_customFree
0xffffffff815a31a0,__cfi_ZSTD_customMalloc
0xffffffff815a3150,__cfi_ZSTD_getErrorCode
0xffffffff815a3120,__cfi_ZSTD_getErrorName
0xffffffff815a30f0,__cfi_ZSTD_isError
0xffffffff81727100,__cfi___128b132b_channel_eq_delay_us
0xffffffff817271b0,__cfi___8b10b_channel_eq_delay_us
0xffffffff817232c0,__cfi___8b10b_clock_recovery_delay_us
0xffffffff8123e2f0,__cfi___ClearPageMovable
0xffffffff8123e2c0,__cfi___SetPageMovable
0xffffffff812b3020,__cfi_____fput
0xffffffff816fdb70,__cfi____drm_dbg
0xffffffff81c0e440,__cfi____pskb_trim
0xffffffff81f83b90,__cfi____ratelimit
0xffffffff8122d9d0,__cfi___account_locked_vm
0xffffffff819d9dd0,__cfi___acpi_mdiobus_register
0xffffffff81604af0,__cfi___acpi_node_get_property_reference
0xffffffff8163de50,__cfi___acpi_processor_get_throttling
0xffffffff8163a570,__cfi___acpi_video_get_backlight_type
0xffffffff81d4f8c0,__cfi___alias_free_mem
0xffffffff8155f5a0,__cfi___alloc_bucket_spinlocks
0xffffffff812760b0,__cfi___alloc_pages
0xffffffff81274e60,__cfi___alloc_pages_bulk
0xffffffff81235320,__cfi___alloc_percpu
0xffffffff81234a00,__cfi___alloc_percpu_gfp
0xffffffff81c0bf60,__cfi___alloc_skb
0xffffffff81245210,__cfi___anon_vma_interval_tree_augment_rotate
0xffffffff815e33d0,__cfi___aperture_remove_legacy_vga_devices
0xffffffff81952680,__cfi___async_dev_cache_fw_image
0xffffffff819ad4e0,__cfi___ata_ehi_push_desc
0xffffffff81193410,__cfi___audit_inode_child
0xffffffff81194470,__cfi___audit_log_nfcfg
0xffffffff81943340,__cfi___auxiliary_device_add
0xffffffff81943420,__cfi___auxiliary_driver_register
0xffffffff810da7b0,__cfi___balance_push_cpu_stop
0xffffffff813036b0,__cfi___bforget
0xffffffff81306980,__cfi___bh_read
0xffffffff81306a10,__cfi___bh_read_batch
0xffffffff814f9280,__cfi___bio_add_page
0xffffffff814f9b50,__cfi___bio_advance
0xffffffff814f94b0,__cfi___bio_release_pages
0xffffffff8154ff80,__cfi___bitmap_and
0xffffffff81550190,__cfi___bitmap_andnot
0xffffffff81550540,__cfi___bitmap_clear
0xffffffff8154fb50,__cfi___bitmap_complement
0xffffffff8154fa80,__cfi___bitmap_equal
0xffffffff815502f0,__cfi___bitmap_intersects
0xffffffff81550030,__cfi___bitmap_or
0xffffffff81550250,__cfi___bitmap_replace
0xffffffff815504b0,__cfi___bitmap_set
0xffffffff8154fd10,__cfi___bitmap_shift_left
0xffffffff8154fbf0,__cfi___bitmap_shift_right
0xffffffff81550360,__cfi___bitmap_subset
0xffffffff815503d0,__cfi___bitmap_weight
0xffffffff81550440,__cfi___bitmap_weight_and
0xffffffff815500e0,__cfi___bitmap_xor
0xffffffff81518790,__cfi___blk_alloc_disk
0xffffffff8150f270,__cfi___blk_mq_alloc_disk
0xffffffff81511ee0,__cfi___blk_mq_complete_request_remote
0xffffffff81530670,__cfi___blk_mq_debugfs_rq_show
0xffffffff8150a640,__cfi___blk_mq_end_request
0xffffffff81506490,__cfi___blk_rq_map_sg
0xffffffff811bda60,__cfi___blk_trace_note_message
0xffffffff81507f90,__cfi___blkdev_issue_discard
0xffffffff81508210,__cfi___blkdev_issue_zeroout
0xffffffff8151f420,__cfi___blkg_prfill_u64
0xffffffff81521dc0,__cfi___blkg_release
0xffffffff81305030,__cfi___block_write_begin
0xffffffff81304370,__cfi___block_write_full_folio
0xffffffff813090a0,__cfi___blockdev_direct_IO
0xffffffff811df1a0,__cfi___bpf_call_base
0xffffffff811e5120,__cfi___bpf_prog_ret1
0xffffffff811e2170,__cfi___bpf_prog_run128
0xffffffff811e22f0,__cfi___bpf_prog_run160
0xffffffff811e23e0,__cfi___bpf_prog_run192
0xffffffff811e24d0,__cfi___bpf_prog_run224
0xffffffff811e25c0,__cfi___bpf_prog_run256
0xffffffff811e26b0,__cfi___bpf_prog_run288
0xffffffff811e1e10,__cfi___bpf_prog_run32
0xffffffff811e27a0,__cfi___bpf_prog_run320
0xffffffff811e2890,__cfi___bpf_prog_run352
0xffffffff811e2980,__cfi___bpf_prog_run384
0xffffffff811e2a70,__cfi___bpf_prog_run416
0xffffffff811e2b60,__cfi___bpf_prog_run448
0xffffffff811e2c50,__cfi___bpf_prog_run480
0xffffffff811e2d40,__cfi___bpf_prog_run512
0xffffffff811e1f00,__cfi___bpf_prog_run64
0xffffffff811e2020,__cfi___bpf_prog_run96
0xffffffff81303b70,__cfi___bread_gfp
0xffffffff81303ad0,__cfi___breadahead
0xffffffff8131c100,__cfi___break_lease
0xffffffff81303670,__cfi___brelse
0xffffffff81b89510,__cfi___bus_removed_driver
0xffffffff81e66750,__cfi___cfg80211_alloc_event_skb
0xffffffff81e672c0,__cfi___cfg80211_alloc_reply_skb
0xffffffff81e93f40,__cfi___cfg80211_radar_event
0xffffffff81e60d30,__cfi___cfg80211_scan_done
0xffffffff81e669e0,__cfi___cfg80211_send_event_skb
0xffffffff81aafb60,__cfi___check_for_non_generic_match
0xffffffff81b92260,__cfi___check_hid_generic
0xffffffff812c18c0,__cfi___check_sticky
0xffffffff812e3f50,__cfi___cleanup_mnt
0xffffffff8115e140,__cfi___clockevents_unbind
0xffffffff81151cd0,__cfi___clocksource_register_scale
0xffffffff81151a70,__cfi___clocksource_update_freq_scale
0xffffffff81fa6240,__cfi___cond_resched
0xffffffff810d6330,__cfi___cond_resched_lock
0xffffffff810d6390,__cfi___cond_resched_rwlock_read
0xffffffff810d63f0,__cfi___cond_resched_rwlock_write
0xffffffff81f94460,__cfi___const_udelay
0xffffffff81d69c40,__cfi___cookie_v4_check
0xffffffff81d69a20,__cfi___cookie_v4_init_sequence
0xffffffff81de6b00,__cfi___cookie_v6_check
0xffffffff81de6880,__cfi___cookie_v6_init_sequence
0xffffffff81214050,__cfi___copy_overflow
0xffffffff81081160,__cfi___cpa_flush_all
0xffffffff810811a0,__cfi___cpa_flush_tlb
0xffffffff81092bd0,__cfi___cpu_down_maps_locked
0xffffffff81b71480,__cfi___cpufreq_driver_target
0xffffffff81091f50,__cfi___cpuhp_remove_state
0xffffffff81091e10,__cfi___cpuhp_remove_state_cpuslocked
0xffffffff81091b70,__cfi___cpuhp_setup_state
0xffffffff810918d0,__cfi___cpuhp_setup_state_cpuslocked
0xffffffff81091800,__cfi___cpuhp_state_add_instance
0xffffffff81091c60,__cfi___cpuhp_state_remove_instance
0xffffffff81578250,__cfi___crc32c_le_shift
0xffffffff814d5590,__cfi___crypto_alloc_tfm
0xffffffff814d5450,__cfi___crypto_alloc_tfmgfp
0xffffffff81562be0,__cfi___crypto_memneq
