address,name
0xffffffff83449070,__cfi_CPU_FREQ_GOV_ONDEMAND_exit
0xffffffff83219200,__cfi_CPU_FREQ_GOV_ONDEMAND_init
0xffffffff815a0920,__cfi_ERR_getErrorString
0xffffffff815a0f30,__cfi_FSE_buildDTable_raw
0xffffffff815a0f00,__cfi_FSE_buildDTable_rle
0xffffffff815a0c20,__cfi_FSE_buildDTable_wksp
0xffffffff815a0be0,__cfi_FSE_createDTable
0xffffffff815a0f90,__cfi_FSE_decompress_usingDTable
0xffffffff815a1940,__cfi_FSE_decompress_wksp
0xffffffff815a1970,__cfi_FSE_decompress_wksp_bmi2
0xffffffff815a0c00,__cfi_FSE_freeDTable
0xffffffff8159fd40,__cfi_FSE_getErrorName
0xffffffff8159fd10,__cfi_FSE_isError
0xffffffff815a03f0,__cfi_FSE_readNCount
0xffffffff8159fdd0,__cfi_FSE_readNCount_bmi2
0xffffffff8159fcf0,__cfi_FSE_versionNumber
0xffffffff81991c50,__cfi_FUA_show
0xffffffff81586020,__cfi_HUF_decompress1X1_DCtx_wksp
0xffffffff8158ade0,__cfi_HUF_decompress1X1_DCtx_wksp_bmi2
0xffffffff81585c80,__cfi_HUF_decompress1X1_usingDTable
0xffffffff815885d0,__cfi_HUF_decompress1X2_DCtx_wksp
0xffffffff81587fd0,__cfi_HUF_decompress1X2_usingDTable
0xffffffff8158ac20,__cfi_HUF_decompress1X_DCtx_wksp
0xffffffff8158a9e0,__cfi_HUF_decompress1X_usingDTable
0xffffffff8158adb0,__cfi_HUF_decompress1X_usingDTable_bmi2
0xffffffff815876a0,__cfi_HUF_decompress4X1_DCtx_wksp
0xffffffff815860b0,__cfi_HUF_decompress4X1_usingDTable
0xffffffff8158a950,__cfi_HUF_decompress4X2_DCtx_wksp
0xffffffff81588660,__cfi_HUF_decompress4X2_usingDTable
0xffffffff8158aac0,__cfi_HUF_decompress4X_hufOnly_wksp
0xffffffff8158aeb0,__cfi_HUF_decompress4X_hufOnly_wksp_bmi2
0xffffffff8158aa10,__cfi_HUF_decompress4X_usingDTable
0xffffffff8158ae80,__cfi_HUF_decompress4X_usingDTable_bmi2
0xffffffff8159fda0,__cfi_HUF_getErrorName
0xffffffff8159fd70,__cfi_HUF_isError
